"CensusTract","State","County","Urban","POP2010","OHU2010","GroupQuartersFlag","NUMGQTRS","PCTGQTRS","LILATracts_1And10","LILATracts_halfAnd10","LILATracts_1And20","LILATracts_Vehicle","HUNVFlag","LowIncomeTracts","PovertyRate","MedianFamilyIncome","LA1and10","LAhalfand10","LA1and20","LATracts_half","LATracts1","LATracts10","LATracts20","LATractsVehicle_20","LAPOP1_10","LAPOP05_10","LAPOP1_20","LALOWI1_10","LALOWI05_10","LALOWI1_20","lapophalf","lapophalfshare","lalowihalf","lalowihalfshare","lakidshalf","lakidshalfshare","laseniorshalf","laseniorshalfshare","lawhitehalf","lawhitehalfshare","lablackhalf","lablackhalfshare","laasianhalf","laasianhalfshare","lanhopihalf","lanhopihalfshare","laaianhalf","laaianhalfshare","laomultirhalf","laomultirhalfshare","lahisphalf","lahisphalfshare","lahunvhalf","lahunvhalfshare","lasnaphalf","lasnaphalfshare","lapop1","lapop1share","lalowi1","lalowi1share","lakids1","lakids1share","laseniors1","laseniors1share","lawhite1","lawhite1share","lablack1","lablack1share","laasian1","laasian1share","lanhopi1","lanhopi1share","laaian1","laaian1share","laomultir1","laomultir1share","lahisp1","lahisp1share","lahunv1","lahunv1share","lasnap1","lasnap1share","lapop10","lapop10share","lalowi10","lalowi10share","lakids10","lakids10share","laseniors10","laseniors10share","lawhite10","lawhite10share","lablack10","lablack10share","laasian10","laasian10share","lanhopi10","lanhopi10share","laaian10","laaian10share","laomultir10","laomultir10share","lahisp10","lahisp10share","lahunv10","lahunv10share","lasnap10","lasnap10share","lapop20","lapop20share","lalowi20","lalowi20share","lakids20","lakids20share","laseniors20","laseniors20share","lawhite20","lawhite20share","lablack20","lablack20share","laasian20","laasian20share","lanhopi20","lanhopi20share","laaian20","laaian20share","laomultir20","laomultir20share","lahisp20","lahisp20share","lahunv20","lahunv20share","lasnap20","lasnap20share","TractLOWI","TractKids","TractSeniors","TractWhite","TractBlack","TractAsian","TractNHOPI","TractAIAN","TractOMultir","TractHispanic","TractHUNV","TractSNAP"
53003960600,"Washington","asotin",1,3413,1411,0,15,0.004395,0,1,0,0,0,1,14.2,48375,0,1,0,1,0,0,0,0,388.9871031,2518.31759,388.9871031,113.6779385,800.5990996,113.6779385,2518.31759,0.737860413,800.5990996,0.234573425,531.881784,0.15583996,513.8227191,0.150548702,2436.156443,0.713787414,2.00000006,0.000585995,5.00000005,0.001464987,3.187907733,0.000934049,24.18578983,0.007086373,47.7874636,0.014001601,50.09713805,0.014678329,9.750725392,0.006910507,272.1843948,0.192901768,388.9871031,0.113972195,113.6779385,0.033307336,81.34430851,0.023833668,79.32228208,0.023241219,380.4324189,0.111465696,0,0,0.437670141,0.000128236,0.473431528,0.000138714,4.429991629,0.001297976,3.213595366,0.000941575,11.3130106,0.003314682,0.076357711,5.4116e-05,39.10722665,0.027715965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1570,750,646,3280,2,12,6,36,77,83,34,389
53005010100,"Washington","benton",1,4448,1811,0,28,0.006295,0,0,0,0,0,0,7.1,106033,1,1,1,1,1,0,0,0,1806.382633,3018.131498,1806.382633,85.78473715,350.0143819,85.78473715,3018.131498,0.678536758,350.0143819,0.078690284,581.7965312,0.13079958,645.0500774,0.145020251,2637.100854,0.592873393,36.1506072,0.008127385,241.7614254,0.054352838,0,0,12.65755428,0.002845673,90.46105695,0.020337468,65.54372443,0.01473555,12.18697862,0.006729419,80.36269683,0.044374764,1806.382633,0.406111203,85.78473715,0.019286137,349.5201865,0.078579179,394.6693205,0.088729613,1541.535042,0.34656813,28.99999975,0.006519784,177.7308325,0.039957471,0,0,1.361932288,0.00030619,56.75482345,0.012759628,43.601156,0.009802418,0.10934975,6.03809e-05,49.12254423,0.027124541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654,878,891,3940,60,292,0,14,142,133,30,118
53005010201,"Washington","benton",1,4295,1741,0,19,0.0044237,0,0,0,0,0,0,6.5,92138,1,1,1,1,1,0,0,0,2303.421216,4294.999962,2303.421216,259.0596377,711.850743,259.0596377,4294.999962,0.999999991,711.850743,0.165739405,998.9999907,0.23259604,692.999993,0.161350406,3673.999967,0.855413264,68.99999923,0.016065192,345,0.08032596,3.999999945,0.000931315,45.99999941,0.010710128,156.9999971,0.036554132,202.9999983,0.04726426,90.63666783,0.052060119,190.0983772,0.109189189,2303.421216,0.536302961,259.0596377,0.060316563,516.3444801,0.120219902,370.9767441,0.086374096,1929.822607,0.449318418,36.61055717,0.008523995,237.0755967,0.055198043,0.999999978,0.000232829,27.7438371,0.006459566,71.16862036,0.01657011,96.6344128,0.022499281,32.61265561,0.01873214,99.02489484,0.056878171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,837,999,693,3674,69,345,4,46,157,203,97,202
53005010202,"Washington","benton",1,6060,2842,0,67,0.0110561,1,1,1,1,1,1,21.1,60984,1,1,1,1,1,0,0,1,1589.864643,4014.22794,1589.864643,605.548157,1247.218249,605.548157,4014.22794,0.662413851,1247.218249,0.205811592,843.3062294,0.139159444,509.1816645,0.084023377,3444.754725,0.568441374,60.51924594,0.009986674,232.0752224,0.038296241,0.99999994,0.000165016,36.6271079,0.006044077,239.2516498,0.03948047,322.1091961,0.053153333,141.5178907,0.049795176,425.0746295,0.149568835,1589.864643,0.262353901,605.548157,0.099925438,326.5993702,0.053894286,247.2565748,0.040801415,1324.493383,0.218563265,26.54084902,0.004379678,101.6013699,0.016765903,0,0,14.27042496,0.002354856,122.9586149,0.0202902,162.958615,0.026890861,37.71183621,0.013269471,174.0214243,0.061232028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2456,1370,895,5118,116,337,3,54,432,633,354,660
53005010300,"Washington","benton",1,5010,2126,0,5,0.000998,0,0,0,0,0,0,8.1,61250,1,1,1,1,1,0,0,0,1828.483234,4692.104515,1828.483234,494.2794424,1433.144675,494.2794424,4692.104515,0.936547807,1433.144675,0.286056821,1125.621148,0.22467488,731.4596487,0.14599993,4139.385421,0.826224635,60.15594433,0.012007175,131.2931561,0.026206219,14.00000011,0.002794411,49.53933403,0.009888091,297.7306422,0.059427274,384.9229057,0.076830919,22.09523817,0.010392868,190.1615986,0.089445719,1828.483234,0.364966713,494.2794424,0.098658571,442.662234,0.088355735,309.6966916,0.061815707,1658.996096,0.331136945,16.80112819,0.003353519,45.77639299,0.009137005,0.474587284,9.4728e-05,9.023872636,0.001801172,97.41115654,0.019443345,138.7509915,0.027694809,3.118840045,0.001466999,72.78158093,0.034234046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1768,1203,776,4409,73,143,14,53,318,402,16,210
53005010400,"Washington","benton",1,3617,1464,0,0,0,1,1,1,0,0,1,16.2,49276,1,1,1,1,1,0,0,0,753.9782609,3062.248884,753.9782609,317.3602678,1275.594776,317.3602678,3062.248884,0.84662673,1275.594776,0.352666512,830.578136,0.229631777,330.3185384,0.091323898,2650.347923,0.73274756,45.44608493,0.01256458,50.40944256,0.01393681,4.999999995,0.001382361,36.36482394,0.010053863,274.6806021,0.075941554,325.6761627,0.09004041,71.37574613,0.048753925,143.345184,0.097913377,753.9782609,0.20845404,317.3602678,0.087741296,205.8406655,0.056909225,106.9528661,0.029569496,639.2881649,0.176745415,14.51590306,0.004013244,11.02079394,0.003046943,1.012049909,0.000279804,13.65264395,0.003774577,74.48870862,0.020594058,87.28393742,0.024131583,16.41126324,0.011209879,35.03096191,0.023928253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1390,978,381,3135,53,56,5,52,316,375,93,173
53005010500,"Washington","benton",1,3022,1048,0,90,0.0297816,0,0,0,0,0,0,12.3,63021,0,1,0,1,0,0,0,0,0,2842.302195,0,0,953.3231215,0,2842.302195,0.940536795,953.3231215,0.315460993,862.9069879,0.28554169,258.5337197,0.085550536,2534.965912,0.838837165,27.92773115,0.009241473,56.61715472,0.018734995,4.999999986,0.001654533,34.40817835,0.011385896,183.3832138,0.060682731,298.0053555,0.098611964,39.80096634,0.037978021,168.3192588,0.16060998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1142,891,346,2692,28,67,5,36,194,311,43,177
53005010600,"Washington","benton",1,4296,1758,0,76,0.0176909,0,0,0,0,0,1,12.1,52670,0,0,0,0,0,0,0,0,7.471975327,219.2110397,7.471975327,0,0.007860264,0,219.2110397,0.051026778,0.007860264,1.82967e-06,13.1586277,0.003062995,66.82878318,0.015556048,201.4004849,0.046880932,1.690855192,0.000393588,8.455927466,0.001968326,0,0,1.127236796,0.000262392,6.536531477,0.001521539,4.491278156,0.001045456,0.00063195,3.59471e-07,15.64351994,0.008898476,7.471975327,0.001739287,0,0,0.372563869,8.67234e-05,2.380269051,0.000554066,6.830337524,0.00158993,0.062093977,1.44539e-05,0.310469896,7.22695e-05,0,0,0.041395985,9.63594e-06,0.227677912,5.29977e-05,0.103489965,2.40898e-05,0,0,0.544350028,0.000309642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1448,1128,519,3707,75,99,7,44,364,476,50,222
53005010701,"Washington","benton",0,2138,778,0,0,0,0,0,0,0,0,0,3.3,87321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2138.000015,1.000000007,241.3075738,0.112866031,536.0000002,0.25070159,205.000001,0.095884004,1932.000017,0.903648277,21.00000064,0.009822264,41.99999971,0.019644527,3.000000084,0.001403181,20.00000034,0.009354537,120.0000002,0.056127222,191.000003,0.089335829,0,0,43.61668858,0.056062582,2100.031513,0.982241119,239.5072273,0.11202396,524.1283039,0.245148879,199.9860478,0.093538844,1902.032033,0.889631447,20.81640109,0.00973639,41.49111187,0.019406507,2.966618348,0.001387567,19.39096729,0.009069676,113.3343858,0.053009535,184.4593865,0.086276607,0,0,42.86926426,0.055101882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,536,205,1932,21,42,3,20,120,191,0,43
53005010703,"Washington","benton",0,2803,1112,0,0,0,0,0,0,0,0,1,21.6,48977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2803.000001,1,1050.190361,0.374666558,650.9999992,0.232251159,366.9999999,0.130931145,2495.000005,0.890117733,20.00000055,0.007135212,33.9999999,0.012129861,10.00000005,0.003567606,49.00000036,0.01748127,195.0000003,0.06956832,221.0000016,0.078844096,11.45643168,0.010302546,261.7578335,0.235393735,2207.371842,0.787503333,759.0537223,0.270800472,519.1711466,0.185219817,301.773185,0.107660787,1975.739184,0.704865924,16.99494691,0.006063128,24.3901007,0.008701427,8.767072998,0.003127746,40.5498606,0.014466593,140.9306841,0.050278517,171.0571992,0.061026471,11.43248058,0.010281008,201.9101203,0.181573849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1292,651,367,2495,20,34,10,49,195,221,11,278
53005010705,"Washington","benton",1,5268,1780,0,0,0,0,0,0,0,0,0,3.1,103125,1,1,1,1,1,0,0,0,2052.856117,4485.458383,2052.856117,127.2579444,385.613836,127.2579444,4485.458383,0.851453755,385.613836,0.073199285,1378.940654,0.261757907,317.3689771,0.060244681,4157.445897,0.789188667,36.99108035,0.007021845,68.78957602,0.013058006,8.41664165,0.001597692,44.67872365,0.008481155,169.1364408,0.032106386,246.5606376,0.046803462,5.955179286,0.003345606,13.40587959,0.007531393,2052.856117,0.389684153,127.2579444,0.024156785,637.6500296,0.121042147,133.4447753,0.025331203,1894.613643,0.359645718,19.44454544,0.003691068,29.44307477,0.005589042,4.704039359,0.000892946,22.23753902,0.004221249,82.41325765,0.015644126,118.9070681,0.022571577,0.218529329,0.000122769,5.976523509,0.003357597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,1615,366,4860,47,87,12,53,209,310,9,16
